TIMESTAMP,X,Y,Z
1418638402050,-0.015625,-0.265625,0.0
1418638402158,-0.015625,-0.265625,-0.015625
1418638402244,-0.015625,-0.265625,0.0
1418638402341,-0.015625,-0.265625,0.0
1418638402439,-0.015625,-0.265625,0.0
1418638402536,-0.015625,-0.265625,-0.015625
1418638402634,-0.015625,-0.265625,0.0
1418638402731,-0.015625,-0.265625,0.0
1418638402829,-0.015625,-0.265625,-0.015625
1418638402975,-0.015625,-0.265625,0.0
1418638403073,-0.015625,-0.265625,0.0
1418638403170,-0.015625,-0.265625,0.0
1418638403268,-0.015625,-0.265625,-0.015625
1418638403365,-0.015625,-0.265625,0.0
1418638403463,-0.015625,-0.265625,0.0
1418638403560,-0.015625,-0.265625,0.0
1418638403658,-0.015625,-0.265625,0.0
1418638403755,-0.015625,-0.265625,-0.015625
1418638403853,-0.015625,-0.265625,0.0
1418638403950,-0.015625,-0.265625,-0.015625
1418638404048,-0.015625,-0.265625,-0.015625
1418638404145,-0.015625,-0.265625,-0.015625
1418638404243,-0.015625,-0.265625,-0.015625
1418638404340,-0.015625,-0.265625,0.0
1418638404438,-0.015625,-0.265625,0.0
1418638404535,-0.015625,-0.265625,0.0
1418638404633,-0.015625,-0.265625,-0.015625
1418638404730,-0.015625,-0.265625,0.0
1418638404876,-0.015625,-0.265625,0.0
1418638404974,-0.015625,-0.265625,0.0
1418638405071,-0.015625,-0.265625,0.0
1418638405171,-0.015625,-0.265625,-0.015625
1418638405266,-0.015625,-0.265625,0.0
1418638405364,-0.015625,-0.265625,-0.015625
1418638405461,-0.015625,-0.265625,0.0
1418638405559,-0.015625,-0.265625,0.0
1418638405657,-0.015625,-0.265625,0.0
1418638405754,-0.015625,-0.28125,-0.015625
1418638405851,-0.015625,-0.265625,-0.015625
1418638405949,-0.015625,-0.265625,0.0
1418638406046,-0.015625,-0.265625,-0.015625
1418638406144,-0.015625,-0.265625,0.0
1418638406242,-0.015625,-0.265625,-0.015625
1418638406343,-0.015625,-0.265625,0.0
1418638406437,-0.015625,-0.265625,0.0
1418638406535,-0.015625,-0.265625,0.0
1418638406692,-0.015625,-0.265625,-0.015625
1418638406778,-0.015625,-0.265625,0.0
1418638406880,-0.015625,-0.265625,0.0
1418638406977,-0.015625,-0.265625,-0.015625
1418638407070,-0.015625,-0.265625,-0.015625
1418638407168,-0.015625,-0.265625,-0.015625
1418638407265,-0.015625,-0.265625,0.0
1418638407362,-0.015625,-0.265625,-0.015625
1418638407464,-0.015625,-0.265625,0.0
1418638407563,-0.015625,-0.265625,0.0
1418638407660,-0.015625,-0.265625,0.0
1418638407758,-0.015625,-0.265625,0.0
1418638407856,-0.015625,-0.265625,-0.015625
1418638407953,-0.015625,-0.265625,0.0
1418638408050,-0.015625,-0.265625,0.0
1418638408144,-0.015625,-0.265625,0.0
1418638408247,-0.015625,-0.265625,0.0
1418638408338,-0.015625,-0.265625,-0.015625
1418638408443,-0.015625,-0.265625,-0.015625
1418638408591,-0.015625,-0.265625,0.0
1418638408685,-0.015625,-0.265625,0.0
1418638408783,-0.015625,-0.265625,0.0
1418638408880,-0.015625,-0.265625,-0.015625
1418638408976,-0.015625,-0.265625,0.0
1418638409074,-0.015625,-0.265625,0.0
1418638409173,-0.015625,-0.265625,0.0
1418638409270,-0.015625,-0.265625,0.0
1418638409366,-0.015625,-0.265625,0.0
1418638409467,-0.015625,-0.265625,-0.015625
1418638409562,-0.015625,-0.265625,-0.015625
1418638409660,-0.015625,-0.265625,-0.015625
1418638409752,-0.015625,-0.265625,0.0
1418638409854,-0.015625,-0.265625,0.0
1418638409951,-0.015625,-0.265625,0.0
1418638410048,-0.015625,-0.265625,0.0
1418638410146,-0.015625,-0.265625,0.0
1418638410246,-0.015625,-0.265625,0.0
1418638410393,-0.015625,-0.265625,-0.015625
1418638410488,-0.015625,-0.265625,0.0
1418638410585,-0.015625,-0.265625,0.0
1418638410684,-0.015625,-0.265625,-0.015625
1418638410784,-0.015625,-0.265625,0.0
1418638410877,-0.015625,-0.265625,0.0
1418638410975,-0.015625,-0.265625,-0.015625
1418638411073,-0.015625,-0.265625,0.0
1418638411171,-0.015625,-0.265625,0.0
1418638411268,-0.015625,-0.265625,0.0
1418638411365,-0.015625,-0.265625,0.0
1418638411464,-0.015625,-0.265625,0.0
1418638411561,-0.015625,-0.265625,-0.015625
1418638411658,-0.015625,-0.265625,0.0
1418638411756,-0.015625,-0.265625,0.0
1418638411853,-0.015625,-0.265625,0.0
1418638411951,-0.015625,-0.265625,-0.015625
1418638412044,-0.015625,-0.265625,0.0
1418638412145,-0.015625,-0.265625,0.0
1418638412287,-0.015625,-0.265625,0.0
1418638412385,-0.015625,-0.265625,0.0
1418638412482,-0.015625,-0.265625,0.0
